Image,Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_863.png,K,13,7,0.65,0.35,17,3,0.85,0.15,15,5,0.75,0.25,6,14,0.30,0.70,15,5,0.75,0.25,20,0,1.00,0.00,14,6,0.70,0.30,11,9,0.55,0.45,14,6,0.70,0.30,125,55,0.69,0.31
big_char_877.png,,8,7,0.53,0.47,14,1,0.93,0.07,11,4,0.73,0.27,14,1,0.93,0.07,9,6,0.60,0.40,6,9,0.40,0.60,10,5,0.67,0.33,9,6,0.60,0.40,9,6,0.60,0.40,90,45,0.51,0.26
big_char_1528.png,R,40,8,0.83,0.17,31,17,0.65,0.35,40,8,0.83,0.17,28,20,0.58,0.42,35,13,0.73,0.27,48,0,1.00,0.00,38,10,0.79,0.21,31,17,0.65,0.35,48,0,1.00,0.00,339,93,0.69,0.19
big_char_1266.png,W,47,1,0.98,0.02,48,0,1.00,0.00,48,0,1.00,0.00,39,9,0.81,0.19,37,11,0.77,0.23,36,12,0.75,0.25,42,6,0.88,0.12,31,17,0.65,0.35,37,11,0.77,0.23,365,67,0.74,0.14
big_char_1500.png,Z,19,1,0.95,0.05,9,11,0.45,0.55,13,7,0.65,0.35,11,9,0.55,0.45,6,14,0.30,0.70,15,5,0.75,0.25,12,8,0.60,0.40,10,10,0.50,0.50,12,8,0.60,0.40,107,73,0.48,0.33
big_char_1514.png,,42,6,0.88,0.12,34,14,0.71,0.29,39,9,0.81,0.19,44,4,0.92,0.08,23,25,0.48,0.52,39,9,0.81,0.19,48,0,1.00,0.00,39,9,0.81,0.19,43,5,0.90,0.10,351,81,0.75,0.17
big_char_57.png,A,16,8,0.67,0.33,19,5,0.79,0.21,21,3,0.88,0.12,19,5,0.79,0.21,13,11,0.54,0.46,16,8,0.67,0.33,13,11,0.54,0.46,10,14,0.42,0.58,14,10,0.58,0.42,141,75,0.65,0.35
big_char_1272.png,U,10,6,0.62,0.38,16,0,1.00,0.00,6,10,0.38,0.62,8,8,0.50,0.50,16,0,1.00,0.00,7,9,0.44,0.56,11,5,0.69,0.31,8,8,0.50,0.50,8,8,0.50,0.50,90,54,0.53,0.32
big_char_1299.png,A,17,7,0.71,0.29,14,10,0.58,0.42,11,13,0.46,0.54,14,10,0.58,0.42,11,13,0.46,0.54,10,14,0.42,0.58,18,6,0.75,0.25,17,7,0.71,0.29,16,8,0.67,0.33,128,88,0.56,0.39
big_char_80.png,,25,5,0.83,0.17,27,3,0.90,0.10,23,7,0.77,0.23,15,15,0.50,0.50,22,8,0.73,0.27,15,15,0.50,0.50,29,1,0.97,0.03,19,11,0.63,0.37,24,6,0.80,0.20,199,71,0.74,0.26
big_char_917.png,C,17,3,0.85,0.15,10,10,0.50,0.50,17,3,0.85,0.15,9,11,0.45,0.55,20,0,1.00,0.00,20,0,1.00,0.00,15,5,0.75,0.25,12,8,0.60,0.40,12,8,0.60,0.40,132,48,0.68,0.25
big_char_903.png,J,16,4,0.80,0.20,15,5,0.75,0.25,17,3,0.85,0.15,16,4,0.80,0.20,9,11,0.45,0.55,13,7,0.65,0.35,10,10,0.50,0.50,11,9,0.55,0.45,12,8,0.60,0.40,119,61,0.58,0.30
big_char_532.png,K,15,9,0.62,0.38,17,7,0.71,0.29,21,3,0.88,0.12,7,17,0.29,0.71,21,3,0.88,0.12,24,0,1.00,0.00,22,2,0.92,0.08,18,6,0.75,0.25,16,8,0.67,0.33,161,55,0.69,0.24
big_char_1058.png,,15,9,0.62,0.38,12,12,0.50,0.50,13,11,0.54,0.46,24,0,1.00,0.00,15,9,0.62,0.38,24,0,1.00,0.00,19,5,0.79,0.21,21,3,0.88,0.12,24,0,1.00,0.00,167,49,0.73,0.21
big_char_526.png,A,20,0,1.00,0.00,15,5,0.75,0.25,8,12,0.40,0.60,16,4,0.80,0.20,7,13,0.35,0.65,7,13,0.35,0.65,11,9,0.55,0.45,17,3,0.85,0.15,8,12,0.40,0.60,109,71,0.56,0.36
big_char_1702.png,,46,2,0.96,0.04,37,11,0.77,0.23,46,2,0.96,0.04,48,0,1.00,0.00,17,31,0.35,0.65,43,5,0.90,0.10,42,6,0.88,0.12,17,31,0.35,0.65,46,2,0.96,0.04,342,90,0.72,0.19
big_char_1070.png,,16,0,1.00,0.00,12,4,0.75,0.25,9,7,0.56,0.44,14,2,0.88,0.12,2,14,0.12,0.88,5,11,0.31,0.69,8,8,0.50,0.50,15,1,0.94,0.06,7,9,0.44,0.56,88,56,0.48,0.31
big_char_297.png,U,10,6,0.62,0.38,16,0,1.00,0.00,12,4,0.75,0.25,8,8,0.50,0.50,16,0,1.00,0.00,8,8,0.50,0.50,10,6,0.62,0.38,8,8,0.50,0.50,9,7,0.56,0.44,97,47,0.57,0.28
big_char_283.png,,12,4,0.75,0.25,7,9,0.44,0.56,16,0,1.00,0.00,7,9,0.44,0.56,16,0,1.00,0.00,16,0,1.00,0.00,14,2,0.88,0.12,8,8,0.50,0.50,8,8,0.50,0.50,104,40,0.62,0.24
big_char_582.png,Z,14,6,0.70,0.30,9,11,0.45,0.55,20,0,1.00,0.00,15,5,0.75,0.25,8,12,0.40,0.60,17,3,0.85,0.15,11,9,0.55,0.45,13,7,0.65,0.35,16,4,0.80,0.20,123,57,0.68,0.32
big_char_596.png,,13,2,0.87,0.13,8,7,0.53,0.47,6,9,0.40,0.60,5,10,0.33,0.67,10,5,0.67,0.33,7,8,0.47,0.53,10,5,0.67,0.33,9,6,0.60,0.40,7,8,0.47,0.53,75,60,0.45,0.36
big_char_227.png,S,16,0,1.00,0.00,9,7,0.56,0.44,8,8,0.50,0.50,16,0,1.00,0.00,8,8,0.50,0.50,14,2,0.88,0.12,10,6,0.62,0.38,7,9,0.44,0.56,7,9,0.44,0.56,95,49,0.61,0.31
big_char_541.png,,14,2,0.88,0.12,6,10,0.38,0.62,9,7,0.56,0.44,16,0,1.00,0.00,8,8,0.50,0.50,15,1,0.94,0.06,9,7,0.56,0.44,7,9,0.44,0.56,10,6,0.62,0.38,94,50,0.56,0.30
big_char_1759.png,R,14,6,0.70,0.30,9,11,0.45,0.55,13,7,0.65,0.35,8,12,0.40,0.60,6,14,0.30,0.70,17,3,0.85,0.15,14,6,0.70,0.30,15,5,0.75,0.25,9,11,0.45,0.55,105,75,0.50,0.36
big_char_555.png,Z,18,2,0.90,0.10,10,10,0.50,0.50,17,3,0.85,0.15,17,3,0.85,0.15,8,12,0.40,0.60,12,8,0.60,0.40,10,10,0.50,0.50,12,8,0.60,0.40,13,7,0.65,0.35,117,63,0.60,0.32
big_char_1017.png,,14,10,0.58,0.42,10,14,0.42,0.58,12,12,0.50,0.50,24,0,1.00,0.00,16,8,0.67,0.33,24,0,1.00,0.00,21,3,0.88,0.12,22,2,0.92,0.08,24,0,1.00,0.00,167,49,0.73,0.21
big_char_1771.png,P,18,2,0.90,0.10,9,11,0.45,0.55,10,10,0.50,0.50,14,6,0.70,0.30,7,13,0.35,0.65,9,11,0.45,0.55,11,9,0.55,0.45,11,9,0.55,0.45,14,6,0.70,0.30,103,77,0.50,0.37
big_char_569.png,,14,11,0.56,0.44,25,0,1.00,0.00,19,6,0.76,0.24,13,12,0.52,0.48,15,10,0.60,0.40,8,17,0.32,0.68,18,7,0.72,0.28,25,0,1.00,0.00,16,9,0.64,0.36,153,72,0.60,0.28
big_char_1003.png,A,16,4,0.80,0.20,15,5,0.75,0.25,17,3,0.85,0.15,11,9,0.55,0.45,11,9,0.55,0.45,10,10,0.50,0.50,14,6,0.70,0.30,15,5,0.75,0.25,17,3,0.85,0.15,126,54,0.66,0.28
big_char_780.png,D,48,0,1.00,0.00,43,5,0.90,0.10,48,0,1.00,0.00,45,3,0.94,0.06,27,21,0.56,0.44,42,6,0.88,0.12,45,3,0.94,0.06,29,19,0.60,0.40,44,4,0.92,0.08,371,61,0.78,0.13
big_char_958.png,N,10,6,0.62,0.38,14,2,0.88,0.12,13,3,0.81,0.19,5,11,0.31,0.69,10,6,0.62,0.38,7,9,0.44,0.56,9,7,0.56,0.44,14,2,0.88,0.12,9,7,0.56,0.44,91,53,0.58,0.34
big_char_794.png,,16,4,0.80,0.20,11,9,0.55,0.45,17,3,0.85,0.15,8,12,0.40,0.60,11,9,0.55,0.45,18,2,0.90,0.10,12,8,0.60,0.40,13,7,0.65,0.35,13,7,0.65,0.35,119,61,0.62,0.32
big_char_1598.png,U,45,3,0.94,0.06,43,5,0.90,0.10,42,6,0.88,0.12,32,16,0.67,0.33,34,14,0.71,0.29,38,10,0.79,0.21,38,10,0.79,0.21,30,18,0.62,0.38,47,1,0.98,0.02,349,83,0.73,0.17
big_char_964.png,P,16,0,1.00,0.00,8,8,0.50,0.50,10,6,0.62,0.38,10,6,0.62,0.38,8,8,0.50,0.50,11,5,0.69,0.31,7,9,0.44,0.56,16,0,1.00,0.00,16,0,1.00,0.00,102,42,0.61,0.25
big_char_970.png,S,11,9,0.55,0.45,20,0,1.00,0.00,18,2,0.90,0.10,16,4,0.80,0.20,11,9,0.55,0.45,9,11,0.45,0.55,11,9,0.55,0.45,13,7,0.65,0.35,14,6,0.70,0.30,123,57,0.64,0.30
big_char_743.png,A,16,0,1.00,0.00,9,7,0.56,0.44,10,6,0.62,0.38,10,6,0.62,0.38,4,12,0.25,0.75,7,9,0.44,0.56,7,9,0.44,0.56,13,3,0.81,0.19,8,8,0.50,0.50,84,60,0.50,0.36
big_char_1229.png,,16,4,0.80,0.20,12,8,0.60,0.40,11,9,0.55,0.45,16,4,0.80,0.20,10,10,0.50,0.50,20,0,1.00,0.00,20,0,1.00,0.00,11,9,0.55,0.45,20,0,1.00,0.00,136,44,0.61,0.20
big_char_1573.png,V,42,6,0.88,0.12,48,0,1.00,0.00,48,0,1.00,0.00,41,7,0.85,0.15,25,23,0.52,0.48,39,9,0.81,0.19,43,5,0.90,0.10,31,17,0.65,0.35,48,0,1.00,0.00,365,67,0.74,0.14
big_char_30.png,,11,5,0.69,0.31,13,3,0.81,0.19,10,6,0.62,0.38,10,6,0.62,0.38,7,9,0.44,0.56,16,0,1.00,0.00,10,6,0.62,0.38,8,8,0.50,0.50,16,0,1.00,0.00,101,43,0.70,0.30
big_char_24.png,,11,5,0.69,0.31,16,0,1.00,0.00,11,5,0.69,0.31,9,7,0.56,0.44,9,7,0.56,0.44,14,2,0.88,0.12,15,1,0.94,0.06,5,11,0.31,0.69,16,0,1.00,0.00,106,38,0.68,0.24
big_char_192.png,T,11,5,0.69,0.31,6,10,0.38,0.62,6,10,0.38,0.62,16,0,1.00,0.00,12,4,0.75,0.25,12,4,0.75,0.25,16,0,1.00,0.00,8,8,0.50,0.50,16,0,1.00,0.00,103,41,0.53,0.21
big_char_838.png,R,13,2,0.87,0.13,8,7,0.53,0.47,9,6,0.60,0.40,5,10,0.33,0.67,3,12,0.20,0.80,12,3,0.80,0.20,10,5,0.67,0.33,15,0,1.00,0.00,9,6,0.60,0.40,84,51,0.51,0.31
big_char_810.png,,9,0,1.00,0.00,9,0,1.00,0.00,7,2,0.78,0.22,6,3,0.67,0.33,9,0,1.00,0.00,5,4,0.56,0.44,5,4,0.56,0.44,3,6,0.33,0.67,4,5,0.44,0.56,57,24,0.52,0.22
big_char_804.png,O,8,1,0.89,0.11,4,5,0.44,0.56,4,5,0.44,0.56,3,6,0.33,0.67,9,0,1.00,0.00,6,3,0.67,0.33,5,4,0.56,0.44,4,5,0.44,0.56,3,6,0.33,0.67,46,35,0.38,0.29
big_char_637.png,A,15,0,1.00,0.00,8,7,0.53,0.47,7,8,0.47,0.53,8,7,0.53,0.47,8,7,0.53,0.47,4,11,0.27,0.73,10,5,0.67,0.33,15,0,1.00,0.00,8,7,0.53,0.47,83,52,0.50,0.32
big_char_151.png,,7,9,0.44,0.56,16,0,1.00,0.00,12,4,0.75,0.25,7,9,0.44,0.56,6,10,0.38,0.62,6,10,0.38,0.62,9,7,0.56,0.44,10,6,0.62,0.38,9,7,0.56,0.44,82,62,0.53,0.40
big_char_145.png,W,46,2,0.96,0.04,46,2,0.96,0.04,46,2,0.96,0.04,41,7,0.85,0.15,31,17,0.65,0.35,31,17,0.65,0.35,48,0,1.00,0.00,33,15,0.69,0.31,43,5,0.90,0.10,365,67,0.70,0.13
big_char_1349.png,W,10,6,0.62,0.38,16,0,1.00,0.00,11,5,0.69,0.31,9,7,0.56,0.44,16,0,1.00,0.00,6,10,0.38,0.62,10,6,0.62,0.38,8,8,0.50,0.50,11,5,0.69,0.31,97,47,0.62,0.30
big_char_1407.png,M,48,0,1.00,0.00,46,2,0.96,0.04,48,0,1.00,0.00,36,12,0.75,0.25,21,27,0.44,0.56,29,19,0.60,0.40,42,6,0.88,0.12,46,2,0.96,0.04,42,6,0.88,0.12,358,74,0.75,0.16
big_char_1361.png,,15,1,0.94,0.06,9,7,0.56,0.44,7,9,0.44,0.56,8,8,0.50,0.50,15,1,0.94,0.06,16,0,1.00,0.00,13,3,0.81,0.19,8,8,0.50,0.50,7,9,0.44,0.56,98,46,0.54,0.25
big_char_179.png,,24,1,0.96,0.04,15,10,0.60,0.40,22,3,0.88,0.12,15,10,0.60,0.40,13,12,0.52,0.48,14,11,0.56,0.44,17,8,0.68,0.32,22,3,0.88,0.12,21,4,0.84,0.16,163,62,0.68,0.26
big_char_1375.png,,12,0,1.00,0.00,6,6,0.50,0.50,6,6,0.50,0.50,6,6,0.50,0.50,3,9,0.25,0.75,5,7,0.42,0.58,4,8,0.33,0.67,4,8,0.33,0.67,7,5,0.58,0.42,53,55,0.34,0.36
big_char_1413.png,U,48,0,1.00,0.00,48,0,1.00,0.00,43,5,0.90,0.10,48,0,1.00,0.00,36,12,0.75,0.25,34,14,0.71,0.29,48,0,1.00,0.00,30,18,0.62,0.38,45,3,0.94,0.06,380,52,0.77,0.11
big_char_390.png,,15,5,0.75,0.25,11,9,0.55,0.45,20,0,1.00,0.00,11,9,0.55,0.45,20,0,1.00,0.00,20,0,1.00,0.00,15,5,0.75,0.25,10,10,0.50,0.50,13,7,0.65,0.35,135,45,0.75,0.25
big_char_1188.png,S,22,3,0.88,0.12,14,11,0.56,0.44,15,10,0.60,0.40,25,0,1.00,0.00,18,7,0.72,0.28,20,5,0.80,0.20,16,9,0.64,0.36,16,9,0.64,0.36,14,11,0.56,0.44,160,65,0.67,0.27
big_char_1639.png,M,36,12,0.75,0.25,37,11,0.77,0.23,40,8,0.83,0.17,44,4,0.92,0.08,13,35,0.27,0.73,27,21,0.56,0.44,42,6,0.88,0.12,37,11,0.77,0.23,40,8,0.83,0.17,316,116,0.64,0.23
big_char_435.png,S,16,0,1.00,0.00,8,8,0.50,0.50,6,10,0.38,0.62,16,0,1.00,0.00,9,7,0.56,0.44,13,3,0.81,0.19,9,7,0.56,0.44,8,8,0.50,0.50,9,7,0.56,0.44,94,50,0.56,0.30
big_char_347.png,Z,15,5,0.75,0.25,10,10,0.50,0.50,16,4,0.80,0.20,14,6,0.70,0.30,10,10,0.50,0.50,14,6,0.70,0.30,11,9,0.55,0.45,11,9,0.55,0.45,13,7,0.65,0.35,114,66,0.56,0.32
big_char_1605.png,,13,7,0.65,0.35,15,5,0.75,0.25,13,7,0.65,0.35,10,10,0.50,0.50,7,13,0.35,0.65,19,1,0.95,0.05,13,7,0.65,0.35,8,12,0.40,0.60,8,12,0.40,0.60,106,74,0.48,0.33
big_char_409.png,S,12,0,1.00,0.00,5,7,0.42,0.58,6,6,0.50,0.50,11,1,0.92,0.08,10,2,0.83,0.17,5,7,0.42,0.58,8,4,0.67,0.33,6,6,0.50,0.50,5,7,0.42,0.58,68,40,0.48,0.28
big_char_1177.png,Y,46,2,0.96,0.04,43,5,0.90,0.10,48,0,1.00,0.00,36,12,0.75,0.25,36,12,0.75,0.25,40,8,0.83,0.17,38,10,0.79,0.21,30,18,0.62,0.38,46,2,0.96,0.04,363,69,0.73,0.14
big_char_1162.png,,12,0,1.00,0.00,8,4,0.67,0.33,8,4,0.67,0.33,11,1,0.92,0.08,3,9,0.25,0.75,5,7,0.42,0.58,8,4,0.67,0.33,11,1,0.92,0.08,5,7,0.42,0.58,71,37,0.54,0.28
big_char_408.png,Y,6,6,0.50,0.50,12,0,1.00,0.00,7,5,0.58,0.42,9,3,0.75,0.25,5,7,0.42,0.58,2,10,0.17,0.83,9,3,0.75,0.25,6,6,0.50,0.50,4,8,0.33,0.67,60,48,0.42,0.34
big_char_1604.png,,38,10,0.79,0.21,29,19,0.60,0.40,40,8,0.83,0.17,42,6,0.88,0.12,19,29,0.40,0.60,47,1,0.98,0.02,42,6,0.88,0.12,25,23,0.52,0.48,41,7,0.85,0.15,323,109,0.65,0.22
big_char_346.png,Y,9,7,0.56,0.44,16,0,1.00,0.00,11,5,0.69,0.31,8,8,0.50,0.50,13,3,0.81,0.19,10,6,0.62,0.38,8,8,0.50,0.50,8,8,0.50,0.50,16,0,1.00,0.00,99,45,0.54,0.25
big_char_434.png,,18,2,0.90,0.10,11,9,0.55,0.45,14,6,0.70,0.30,9,11,0.45,0.55,6,14,0.30,0.70,19,1,0.95,0.05,14,6,0.70,0.30,14,6,0.70,0.30,12,8,0.60,0.40,117,63,0.60,0.32
big_char_1638.png,,43,5,0.90,0.10,43,5,0.90,0.10,41,7,0.85,0.15,33,15,0.69,0.31,48,0,1.00,0.00,48,0,1.00,0.00,36,12,0.75,0.25,32,16,0.67,0.33,43,5,0.90,0.10,367,65,0.77,0.14
big_char_1189.png,X,47,1,0.98,0.02,44,4,0.92,0.08,40,8,0.83,0.17,48,0,1.00,0.00,30,18,0.62,0.38,43,5,0.90,0.10,48,0,1.00,0.00,24,24,0.50,0.50,48,0,1.00,0.00,372,60,0.75,0.12
big_char_391.png,,48,0,1.00,0.00,45,3,0.94,0.06,46,2,0.96,0.04,48,0,1.00,0.00,25,23,0.52,0.48,45,3,0.94,0.06,48,0,1.00,0.00,35,13,0.73,0.27,41,7,0.85,0.15,381,51,0.80,0.11
big_char_178.png,F,16,4,0.80,0.20,12,8,0.60,0.40,14,6,0.70,0.30,8,12,0.40,0.60,12,8,0.60,0.40,18,2,0.90,0.10,13,7,0.65,0.35,20,0,1.00,0.00,20,0,1.00,0.00,133,47,0.74,0.26
big_char_1412.png,,14,6,0.70,0.30,20,0,1.00,0.00,20,0,1.00,0.00,12,8,0.60,0.40,20,0,1.00,0.00,20,0,1.00,0.00,10,10,0.50,0.50,7,13,0.35,0.65,9,11,0.45,0.55,132,48,0.69,0.25
big_char_1348.png,Y,10,6,0.62,0.38,16,0,1.00,0.00,12,4,0.75,0.25,8,8,0.50,0.50,15,1,0.94,0.06,7,9,0.44,0.56,14,2,0.88,0.12,4,12,0.25,0.75,15,1,0.94,0.06,101,43,0.52,0.22
big_char_144.png,,39,9,0.81,0.19,47,1,0.98,0.02,44,4,0.92,0.08,40,8,0.83,0.17,29,19,0.60,0.40,47,1,0.98,0.02,45,3,0.94,0.06,46,2,0.96,0.04,48,0,1.00,0.00,385,47,0.74,0.09
big_char_622.png,,3,0,1.00,0.00,1,2,0.33,0.67,1,2,0.33,0.67,0,3,0.00,1.00,0,3,0.00,1.00,3,0,1.00,0.00,3,0,1.00,0.00,1,2,0.33,0.67,1,2,0.33,0.67,13,14,0.36,0.39
big_char_150.png,,10,6,0.62,0.38,11,5,0.69,0.31,15,1,0.94,0.06,9,7,0.56,0.44,15,1,0.94,0.06,4,12,0.25,0.75,8,8,0.50,0.50,8,8,0.50,0.50,13,3,0.81,0.19,93,51,0.55,0.30
big_char_193.png,,9,7,0.56,0.44,16,0,1.00,0.00,14,2,0.88,0.12,8,8,0.50,0.50,16,0,1.00,0.00,8,8,0.50,0.50,11,5,0.69,0.31,10,6,0.62,0.38,5,11,0.31,0.69,97,47,0.53,0.26
big_char_1566.png,J,15,1,0.94,0.06,8,8,0.50,0.50,9,7,0.56,0.44,16,0,1.00,0.00,8,8,0.50,0.50,16,0,1.00,0.00,10,6,0.62,0.38,4,12,0.25,0.75,16,0,1.00,0.00,102,42,0.65,0.27
big_char_1572.png,,19,1,0.95,0.05,9,11,0.45,0.55,13,7,0.65,0.35,15,5,0.75,0.25,8,12,0.40,0.60,15,5,0.75,0.25,10,10,0.50,0.50,7,13,0.35,0.65,8,12,0.40,0.60,104,76,0.44,0.32
big_char_1214.png,,41,7,0.85,0.15,40,8,0.83,0.17,38,10,0.79,0.21,36,12,0.75,0.25,36,12,0.75,0.25,41,7,0.85,0.15,34,14,0.71,0.29,23,25,0.48,0.52,46,2,0.96,0.04,335,97,0.67,0.19
big_char_19.png,W,9,7,0.56,0.44,16,0,1.00,0.00,13,3,0.81,0.19,5,11,0.31,0.69,12,4,0.75,0.25,8,8,0.50,0.50,9,7,0.56,0.44,10,6,0.62,0.38,7,9,0.44,0.56,89,55,0.53,0.33
big_char_756.png,J,12,0,1.00,0.00,7,5,0.58,0.42,4,8,0.33,0.67,11,1,0.92,0.08,12,0,1.00,0.00,7,5,0.58,0.42,7,5,0.58,0.42,6,6,0.50,0.50,7,5,0.58,0.42,73,35,0.51,0.24
big_char_742.png,B,48,0,1.00,0.00,38,10,0.79,0.21,48,0,1.00,0.00,39,9,0.81,0.19,21,27,0.44,0.56,48,0,1.00,0.00,38,10,0.79,0.21,24,24,0.50,0.50,48,0,1.00,0.00,352,80,0.71,0.16
big_char_1228.png,R,17,8,0.68,0.32,12,13,0.48,0.52,25,0,1.00,0.00,12,13,0.48,0.52,10,15,0.40,0.60,25,0,1.00,0.00,19,6,0.76,0.24,19,6,0.76,0.24,18,7,0.72,0.28,157,68,0.70,0.30
big_char_965.png,,19,1,0.95,0.05,12,8,0.60,0.40,15,5,0.75,0.25,9,11,0.45,0.55,9,11,0.45,0.55,18,2,0.90,0.10,16,4,0.80,0.20,14,6,0.70,0.30,13,7,0.65,0.35,125,55,0.64,0.28
big_char_1599.png,O,40,8,0.83,0.17,24,24,0.50,0.50,40,8,0.83,0.17,45,3,0.94,0.06,24,24,0.50,0.50,38,10,0.79,0.21,48,0,1.00,0.00,40,8,0.83,0.17,47,1,0.98,0.02,346,86,0.69,0.17
big_char_959.png,J,20,0,1.00,0.00,11,9,0.55,0.45,11,9,0.55,0.45,12,8,0.60,0.40,12,8,0.60,0.40,20,0,1.00,0.00,17,3,0.85,0.15,9,11,0.45,0.55,20,0,1.00,0.00,132,48,0.73,0.27
big_char_781.png,A,13,2,0.87,0.13,10,5,0.67,0.33,6,9,0.40,0.60,10,5,0.67,0.33,5,10,0.33,0.67,6,9,0.40,0.60,6,9,0.40,0.60,13,2,0.87,0.13,10,5,0.67,0.33,79,56,0.45,0.32
big_char_1764.png,W,36,12,0.75,0.25,40,8,0.83,0.17,40,8,0.83,0.17,31,17,0.65,0.35,37,11,0.77,0.23,40,8,0.83,0.17,44,4,0.92,0.08,29,19,0.60,0.40,37,11,0.77,0.23,334,98,0.64,0.19
big_char_1770.png,U,11,9,0.55,0.45,20,0,1.00,0.00,14,6,0.70,0.30,12,8,0.60,0.40,19,1,0.95,0.05,8,12,0.40,0.60,18,2,0.90,0.10,7,13,0.35,0.65,17,3,0.85,0.15,126,54,0.70,0.30
big_char_1758.png,L,30,18,0.62,0.38,24,24,0.50,0.50,31,17,0.65,0.35,40,8,0.83,0.17,30,18,0.62,0.38,48,0,1.00,0.00,45,3,0.94,0.06,40,8,0.83,0.17,48,0,1.00,0.00,336,96,0.65,0.18
big_char_226.png,,13,2,0.87,0.13,8,7,0.53,0.47,6,9,0.40,0.60,6,9,0.40,0.60,4,11,0.27,0.73,9,6,0.60,0.40,9,6,0.60,0.40,11,4,0.73,0.27,11,4,0.73,0.27,77,58,0.47,0.35
big_char_540.png,,15,1,0.94,0.06,8,8,0.50,0.50,9,7,0.56,0.44,16,0,1.00,0.00,13,3,0.81,0.19,12,4,0.75,0.25,11,5,0.69,0.31,8,8,0.50,0.50,13,3,0.81,0.19,105,39,0.67,0.25
big_char_583.png,,14,6,0.70,0.30,20,0,1.00,0.00,19,1,0.95,0.05,8,12,0.40,0.60,17,3,0.85,0.15,12,8,0.60,0.40,16,4,0.80,0.20,10,10,0.50,0.50,10,10,0.50,0.50,126,54,0.66,0.28
big_char_1799.png,U,39,9,0.81,0.19,44,4,0.92,0.08,43,5,0.90,0.10,33,15,0.69,0.31,35,13,0.73,0.27,43,5,0.90,0.10,42,6,0.88,0.12,30,18,0.62,0.38,48,0,1.00,0.00,357,75,0.72,0.15
big_char_595.png,A,20,0,1.00,0.00,14,6,0.70,0.30,9,11,0.45,0.55,15,5,0.75,0.25,7,13,0.35,0.65,10,10,0.50,0.50,12,8,0.60,0.40,17,3,0.85,0.15,14,6,0.70,0.30,118,62,0.61,0.32
big_char_581.png,,16,4,0.80,0.20,14,6,0.70,0.30,12,8,0.60,0.40,12,8,0.60,0.40,8,12,0.40,0.60,9,11,0.45,0.55,13,7,0.65,0.35,16,4,0.80,0.20,15,5,0.75,0.25,115,65,0.56,0.32
big_char_230.png,,20,0,1.00,0.00,13,7,0.65,0.35,14,6,0.70,0.30,20,0,1.00,0.00,7,13,0.35,0.65,16,4,0.80,0.20,10,10,0.50,0.50,10,10,0.50,0.50,18,2,0.90,0.10,128,52,0.61,0.25
big_char_542.png,,10,6,0.62,0.38,16,0,1.00,0.00,16,0,1.00,0.00,8,8,0.50,0.50,16,0,1.00,0.00,16,0,1.00,0.00,8,8,0.50,0.50,7,9,0.44,0.56,8,8,0.50,0.50,105,39,0.58,0.21
big_char_224.png,,14,1,0.93,0.07,8,7,0.53,0.47,6,9,0.40,0.60,6,9,0.40,0.60,6,9,0.40,0.60,10,5,0.67,0.33,9,6,0.60,0.40,10,5,0.67,0.33,15,0,1.00,0.00,84,51,0.53,0.32
big_char_1000.png,,6,6,0.50,0.50,10,2,0.83,0.17,6,6,0.50,0.50,3,9,0.25,0.75,1,11,0.08,0.92,2,10,0.17,0.83,7,5,0.58,0.42,5,7,0.42,0.58,5,7,0.42,0.58,45,63,0.29,0.41
big_char_1772.png,Y,9,7,0.56,0.44,16,0,1.00,0.00,9,7,0.56,0.44,5,11,0.31,0.69,11,5,0.69,0.31,6,10,0.38,0.62,12,4,0.75,0.25,2,14,0.12,0.88,16,0,1.00,0.00,86,58,0.47,0.32
big_char_218.png,S,15,1,0.94,0.06,9,7,0.56,0.44,10,6,0.62,0.38,8,8,0.50,0.50,8,8,0.50,0.50,11,5,0.69,0.31,8,8,0.50,0.50,11,5,0.69,0.31,6,10,0.38,0.62,86,58,0.51,0.35
big_char_797.png,P,12,0,1.00,0.00,6,6,0.50,0.50,5,7,0.42,0.58,6,6,0.50,0.50,4,8,0.33,0.67,3,9,0.25,0.75,5,7,0.42,0.58,12,0,1.00,0.00,12,0,1.00,0.00,65,43,0.45,0.30
big_char_783.png,,46,2,0.96,0.04,43,5,0.90,0.10,48,0,1.00,0.00,39,9,0.81,0.19,31,17,0.65,0.35,47,1,0.98,0.02,42,6,0.88,0.12,30,18,0.62,0.38,45,3,0.94,0.06,371,61,0.75,0.12
big_char_1558.png,,48,0,1.00,0.00,47,1,0.98,0.02,41,7,0.85,0.15,34,14,0.71,0.29,47,1,0.98,0.02,41,7,0.85,0.15,35,13,0.73,0.27,29,19,0.60,0.40,48,0,1.00,0.00,370,62,0.78,0.13
