Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
little_char_829_x.png,x,,37,19,0.66,0.34,50,6,0.89,0.11,28,28,0.50,0.50,39,17,0.70,0.30,13,43,0.23,0.77,55,1,0.98,0.02,31,25,0.55,0.45,34,22,0.61,0.39,33,23,0.59,0.41,320,184,0.56,0.32
little_char_1400_r.png,r,,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,332,100,0.77,0.23,398,34,0.92,0.08,430,2,1.00,0.00,396,36,0.92,0.08,432,0,1.00,0.00,3716,172,0.96,0.04
little_char_151_l.png,l,f,23,7,0.77,0.23,5,25,0.17,0.83,20,10,0.67,0.33,20,10,0.67,0.33,6,24,0.20,0.80,30,0,1.00,0.00,23,7,0.77,0.23,11,19,0.37,0.63,24,6,0.80,0.20,162,108,0.60,0.40
little_char_649_r.png,r,c,59,5,0.92,0.08,35,29,0.55,0.45,38,26,0.59,0.41,31,33,0.48,0.52,58,6,0.91,0.09,64,0,1.00,0.00,27,37,0.42,0.58,64,0,1.00,0.00,64,0,1.00,0.00,440,136,0.65,0.20
little_char_982_w.png,w,,65,23,0.74,0.26,81,7,0.92,0.08,85,3,0.97,0.03,59,29,0.67,0.33,41,47,0.47,0.53,56,32,0.64,0.36,47,41,0.53,0.47,37,51,0.42,0.58,49,39,0.56,0.44,520,272,0.61,0.32
little_char_962_r.png,r,,432,0,1.00,0.00,432,0,1.00,0.00,430,2,1.00,0.00,371,61,0.86,0.14,351,81,0.81,0.19,432,0,1.00,0.00,405,27,0.94,0.06,432,0,1.00,0.00,432,0,1.00,0.00,3717,171,0.94,0.04
little_char_83_m.png,m,w,48,36,0.57,0.43,78,6,0.93,0.07,80,4,0.95,0.05,50,34,0.60,0.40,48,36,0.57,0.43,31,53,0.37,0.63,59,25,0.70,0.30,33,51,0.39,0.61,56,28,0.67,0.33,483,273,0.58,0.33
little_char_1323_j.png,j,i,403,5,0.99,0.01,408,0,1.00,0.00,408,0,1.00,0.00,362,46,0.89,0.11,408,0,1.00,0.00,408,0,1.00,0.00,301,107,0.74,0.26,404,4,0.99,0.01,408,0,1.00,0.00,3510,162,0.92,0.04
little_char_199_r.png,r,,431,1,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,310,122,0.72,0.28,429,3,0.99,0.01,432,0,1.00,0.00,375,57,0.87,0.13,430,2,1.00,0.00,3703,185,0.95,0.05
little_char_1221_m.png,m,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,323,85,0.79,0.21,237,171,0.58,0.42,408,0,1.00,0.00,383,25,0.94,0.06,375,33,0.92,0.08,408,0,1.00,0.00,3358,314,0.88,0.08
little_char_341_v.png,v,,432,0,1.00,0.00,428,4,0.99,0.01,418,14,0.97,0.03,432,0,1.00,0.00,286,146,0.66,0.34,416,16,0.96,0.04,432,0,1.00,0.00,404,28,0.94,0.06,431,1,1.00,0.00,3679,209,0.93,0.05
little_char_647_j.png,j,ij,56,0,1.00,0.00,55,1,0.98,0.02,24,32,0.43,0.57,37,19,0.66,0.34,56,0,1.00,0.00,21,35,0.38,0.62,42,14,0.75,0.25,27,29,0.48,0.52,13,43,0.23,0.77,331,173,0.58,0.30
little_char_243_q.png,q,e,378,30,0.93,0.07,379,29,0.93,0.07,408,0,1.00,0.00,348,60,0.85,0.15,307,101,0.75,0.25,408,0,1.00,0.00,408,0,1.00,0.00,366,42,0.90,0.10,408,0,1.00,0.00,3410,262,0.91,0.07
little_char_538_l.png,l,l,18,0,1.00,0.00,2,16,0.11,0.89,3,15,0.17,0.83,16,2,0.89,0.11,5,13,0.28,0.72,9,9,0.50,0.50,15,3,0.83,0.17,3,15,0.17,0.83,5,13,0.28,0.72,76,86,0.34,0.38
little_char_50_g.png,g,,90,18,0.83,0.17,60,48,0.56,0.44,72,36,0.67,0.33,105,3,0.97,0.03,74,34,0.69,0.31,45,63,0.42,0.58,84,24,0.78,0.22,75,33,0.69,0.31,71,37,0.66,0.34,676,296,0.67,0.29
little_char_1024_l.png,l,,387,4,0.99,0.01,391,0,1.00,0.00,391,0,1.00,0.00,344,47,0.88,0.12,391,0,1.00,0.00,391,0,1.00,0.00,349,42,0.89,0.11,389,2,0.99,0.01,391,0,1.00,0.00,3424,95,0.91,0.03
little_char_886_v.png,v,,47,25,0.65,0.35,72,0,1.00,0.00,36,36,0.50,0.50,33,39,0.46,0.54,48,24,0.67,0.33,56,16,0.78,0.22,46,26,0.64,0.36,39,33,0.54,0.46,72,0,1.00,0.00,449,199,0.67,0.29
little_char_414_v.png,v,,426,6,0.99,0.01,431,1,1.00,0.00,432,0,1.00,0.00,392,40,0.91,0.09,318,114,0.74,0.26,432,0,1.00,0.00,432,0,1.00,0.00,376,56,0.87,0.13,432,0,1.00,0.00,3671,217,0.94,0.06
little_char_162_c.png,c,,408,0,1.00,0.00,403,5,0.99,0.01,408,0,1.00,0.00,348,60,0.85,0.15,319,89,0.78,0.22,406,2,1.00,0.00,408,0,1.00,0.00,369,39,0.90,0.10,408,0,1.00,0.00,3477,195,0.90,0.05
little_char_895_k.png,k,,431,1,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,432,0,1.00,0.00,285,147,0.66,0.34,428,4,0.99,0.01,432,0,1.00,0.00,311,121,0.72,0.28,430,2,1.00,0.00,3612,276,0.91,0.07
little_char_1011_r.png,r,y,66,24,0.73,0.27,48,42,0.53,0.47,56,34,0.62,0.38,27,63,0.30,0.70,89,1,0.99,0.01,90,0,1.00,0.00,45,45,0.50,0.50,90,0,1.00,0.00,90,0,1.00,0.00,601,209,0.67,0.23
little_char_964_t.png,t,,413,1,1.00,0.00,412,2,1.00,0.00,414,0,1.00,0.00,404,10,0.98,0.02,305,109,0.74,0.26,414,0,1.00,0.00,407,7,0.98,0.02,322,92,0.78,0.22,414,0,1.00,0.00,3505,221,0.91,0.06
little_char_354_m.png,m,,74,66,0.53,0.47,126,14,0.90,0.10,123,17,0.88,0.12,102,38,0.73,0.27,69,71,0.49,0.51,87,53,0.62,0.38,128,12,0.91,0.09,121,19,0.86,0.14,105,35,0.75,0.25,935,325,0.70,0.24
little_char_1325_l.png,l,,391,0,1.00,0.00,384,7,0.98,0.02,391,0,1.00,0.00,391,0,1.00,0.00,310,81,0.79,0.21,391,0,1.00,0.00,391,0,1.00,0.00,332,59,0.85,0.15,391,0,1.00,0.00,3372,147,0.91,0.04
little_char_1158_m.png,m,m,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,340,68,0.83,0.17,268,140,0.66,0.34,408,0,1.00,0.00,375,33,0.92,0.08,321,87,0.79,0.21,408,0,1.00,0.00,3344,328,0.88,0.09
little_char_381_a.png,a,a,401,7,0.98,0.02,408,0,1.00,0.00,408,0,1.00,0.00,406,2,1.00,0.00,210,198,0.51,0.49,407,1,1.00,0.00,408,0,1.00,0.00,367,41,0.90,0.10,376,32,0.92,0.08,3391,281,0.89,0.07
little_char_1147_j.png,j,,63,0,1.00,0.00,46,17,0.73,0.27,48,15,0.76,0.24,47,16,0.75,0.25,49,14,0.78,0.22,42,21,0.67,0.33,57,6,0.90,0.10,35,28,0.56,0.44,26,37,0.41,0.59,413,154,0.70,0.26
little_char_532_p.png,p,p,119,21,0.85,0.15,96,44,0.69,0.31,85,55,0.61,0.39,90,50,0.64,0.36,96,44,0.69,0.31,119,21,0.85,0.15,101,39,0.72,0.28,140,0,1.00,0.00,140,0,1.00,0.00,986,274,0.76,0.21
little_char_180_d.png,d,a,81,0,1.00,0.00,81,0,1.00,0.00,53,28,0.65,0.35,54,27,0.67,0.33,44,37,0.54,0.46,43,38,0.53,0.47,47,34,0.58,0.42,48,33,0.59,0.41,37,44,0.46,0.54,488,241,0.65,0.32
little_char_1192_f.png,f,p,90,22,0.80,0.20,75,37,0.67,0.33,56,56,0.50,0.50,56,56,0.50,0.50,79,33,0.71,0.29,88,24,0.79,0.21,67,45,0.60,0.40,110,2,0.98,0.02,112,0,1.00,0.00,733,275,0.67,0.25
little_char_769_e.png,e,,64,17,0.79,0.21,48,33,0.59,0.41,42,39,0.52,0.48,45,36,0.56,0.44,46,35,0.57,0.43,68,13,0.84,0.16,57,24,0.70,0.30,52,29,0.64,0.36,54,27,0.67,0.33,476,253,0.63,0.33
little_char_597_u.png,u,,410,4,0.99,0.01,408,6,0.99,0.01,405,9,0.98,0.02,414,0,1.00,0.00,272,142,0.66,0.34,414,0,1.00,0.00,414,0,1.00,0.00,349,65,0.84,0.16,414,0,1.00,0.00,3500,226,0.90,0.06
little_char_1181_l.png,l,rs,414,0,1.00,0.00,395,19,0.95,0.05,413,1,1.00,0.00,414,0,1.00,0.00,350,64,0.85,0.15,414,0,1.00,0.00,414,0,1.00,0.00,407,7,0.98,0.02,414,0,1.00,0.00,3635,91,0.96,0.02
little_char_650_s.png,s,s,52,20,0.72,0.28,24,48,0.33,0.67,41,31,0.57,0.43,70,2,0.97,0.03,49,23,0.68,0.32,58,14,0.81,0.19,47,25,0.65,0.35,41,31,0.57,0.43,54,18,0.75,0.25,436,212,0.62,0.30
little_char_774_w.png,w,t,97,8,0.92,0.08,90,15,0.86,0.14,92,13,0.88,0.12,77,28,0.73,0.27,54,51,0.51,0.49,75,30,0.71,0.29,58,47,0.55,0.45,44,61,0.42,0.58,52,53,0.50,0.50,639,306,0.60,0.29
little_char_794_e.png,e,a,63,17,0.79,0.21,30,50,0.38,0.62,74,6,0.93,0.07,38,42,0.47,0.53,48,32,0.60,0.40,80,0,1.00,0.00,41,39,0.51,0.49,50,30,0.62,0.38,46,34,0.57,0.42,470,250,0.56,0.30
little_char_224_a.png,a,a,432,0,1.00,0.00,402,30,0.93,0.07,432,0,1.00,0.00,399,33,0.92,0.08,277,155,0.64,0.36,432,0,1.00,0.00,429,3,0.99,0.01,407,25,0.94,0.06,430,2,1.00,0.00,3640,248,0.92,0.06
little_char_879_t.png,t,t,99,5,0.95,0.05,55,49,0.53,0.47,104,0,1.00,0.00,85,19,0.82,0.18,38,66,0.37,0.63,84,20,0.81,0.19,104,0,1.00,0.00,73,31,0.70,0.30,104,0,1.00,0.00,746,190,0.78,0.20
little_char_968_y.png,y,s,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,340,68,0.83,0.17,314,94,0.77,0.23,408,0,1.00,0.00,378,30,0.93,0.07,330,78,0.81,0.19,408,0,1.00,0.00,3402,270,0.89,0.07
little_char_1255_w.png,w,,108,27,0.80,0.20,104,31,0.77,0.23,121,14,0.90,0.10,94,41,0.70,0.30,99,36,0.73,0.27,105,30,0.78,0.22,82,53,0.61,0.39,78,57,0.58,0.42,103,32,0.76,0.24,894,321,0.69,0.25
little_char_148_z.png,z,x,116,4,0.97,0.03,62,58,0.52,0.48,93,27,0.78,0.23,90,30,0.75,0.25,50,70,0.42,0.58,83,37,0.69,0.31,63,57,0.53,0.47,75,45,0.62,0.38,101,19,0.84,0.16,733,347,0.62,0.29
little_char_1210_u.png,u,,50,22,0.69,0.31,72,0,1.00,0.00,46,26,0.64,0.36,39,33,0.54,0.46,72,0,1.00,0.00,39,33,0.54,0.46,47,25,0.65,0.35,36,36,0.50,0.50,39,33,0.54,0.46,440,208,0.63,0.30
little_char_599_x.png,x,x,390,24,0.94,0.06,361,53,0.87,0.13,391,23,0.94,0.06,402,12,0.97,0.03,293,121,0.71,0.29,414,0,1.00,0.00,404,10,0.98,0.02,400,14,0.97,0.03,414,0,1.00,0.00,3469,257,0.87,0.06
little_char_488_u.png,u,v,388,3,0.99,0.01,389,2,0.99,0.01,391,0,1.00,0.00,331,60,0.85,0.15,280,111,0.72,0.28,391,0,1.00,0.00,391,0,1.00,0.00,378,13,0.97,0.03,391,0,1.00,0.00,3330,189,0.90,0.05
little_char_370_y.png,y,s,53,43,0.55,0.45,84,12,0.88,0.12,55,41,0.57,0.43,93,3,0.97,0.03,66,30,0.69,0.31,46,50,0.48,0.52,70,26,0.73,0.27,81,15,0.84,0.16,71,25,0.74,0.26,619,245,0.69,0.27
little_char_345_p.png,p,p,43,20,0.68,0.32,35,28,0.56,0.44,42,21,0.67,0.33,25,38,0.40,0.60,36,27,0.57,0.43,32,31,0.51,0.49,26,37,0.41,0.59,63,0,1.00,0.00,63,0,1.00,0.00,365,202,0.62,0.34
little_char_1260_k.png,k,,431,1,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,371,61,0.86,0.14,385,47,0.89,0.11,432,0,1.00,0.00,363,69,0.84,0.16,284,148,0.66,0.34,432,0,1.00,0.00,3562,326,0.92,0.08
little_char_1149_g.png,g,,450,6,0.99,0.01,435,21,0.95,0.05,455,1,1.00,0.00,456,0,1.00,0.00,305,151,0.67,0.33,448,8,0.98,0.02,454,2,1.00,0.00,370,86,0.81,0.19,437,19,0.96,0.04,3810,294,0.90,0.07
little_char_1058_j.png,j,g,391,0,1.00,0.00,375,16,0.96,0.04,391,0,1.00,0.00,391,0,1.00,0.00,335,56,0.86,0.14,391,0,1.00,0.00,349,42,0.89,0.11,319,72,0.82,0.18,391,0,1.00,0.00,3333,186,0.89,0.05
little_char_1312_e.png,e,,68,12,0.85,0.15,32,48,0.40,0.60,32,48,0.40,0.60,36,44,0.45,0.55,45,35,0.56,0.44,73,7,0.91,0.09,61,19,0.76,0.24,46,34,0.57,0.42,56,24,0.70,0.30,449,271,0.62,0.38
little_char_383_v.png,v,,431,1,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,369,63,0.85,0.15,354,78,0.82,0.18,432,0,1.00,0.00,426,6,0.99,0.01,366,66,0.85,0.15,431,1,1.00,0.00,3672,216,0.94,0.06
little_char_475_b.png,b,,391,0,1.00,0.00,382,9,0.98,0.02,388,3,0.99,0.01,389,2,0.99,0.01,331,60,0.85,0.15,391,0,1.00,0.00,380,11,0.97,0.03,245,146,0.63,0.37,391,0,1.00,0.00,3288,231,0.89,0.06
little_char_1359_j.png,j,,413,1,1.00,0.00,399,15,0.96,0.04,414,0,1.00,0.00,398,16,0.96,0.04,366,48,0.88,0.12,414,0,1.00,0.00,381,33,0.92,0.08,382,32,0.92,0.08,414,0,1.00,0.00,3581,145,0.93,0.04
little_char_1154_b.png,b,,68,40,0.63,0.37,108,0,1.00,0.00,108,0,1.00,0.00,53,55,0.49,0.51,76,32,0.70,0.30,99,9,0.92,0.08,78,30,0.72,0.28,78,30,0.72,0.28,54,54,0.50,0.50,722,250,0.74,0.26
little_char_564_x.png,x,,430,2,1.00,0.00,400,32,0.93,0.07,408,24,0.94,0.06,404,28,0.94,0.06,295,137,0.68,0.32,432,0,1.00,0.00,408,24,0.94,0.06,409,23,0.95,0.05,431,1,1.00,0.00,3617,271,0.93,0.07
little_char_1161_k.png,k,,71,28,0.72,0.28,99,0,1.00,0.00,99,0,1.00,0.00,65,34,0.66,0.34,54,45,0.55,0.45,96,3,0.97,0.03,56,43,0.57,0.43,44,55,0.44,0.56,69,30,0.70,0.30,653,238,0.71,0.26
little_char_1124_k.png,k,,71,20,0.78,0.22,78,13,0.86,0.14,91,0,1.00,0.00,35,56,0.38,0.62,49,42,0.54,0.46,91,0,1.00,0.00,36,55,0.40,0.60,47,44,0.52,0.48,64,27,0.70,0.30,562,257,0.66,0.30
little_char_110_j.png,j,,64,0,1.00,0.00,39,25,0.61,0.39,57,7,0.89,0.11,52,12,0.81,0.19,60,4,0.94,0.06,31,33,0.48,0.52,44,20,0.69,0.31,32,32,0.50,0.50,24,40,0.38,0.62,403,173,0.64,0.28
little_char_1212_w.png,w,,83,15,0.85,0.15,73,25,0.74,0.26,90,8,0.92,0.08,68,30,0.69,0.31,54,44,0.55,0.45,76,22,0.78,0.22,45,53,0.46,0.54,44,54,0.45,0.55,50,48,0.51,0.49,583,299,0.59,0.30
little_char_1346_z.png,z,,106,11,0.91,0.09,58,59,0.50,0.50,109,8,0.93,0.07,87,30,0.74,0.26,53,64,0.45,0.55,81,36,0.69,0.31,65,52,0.56,0.44,75,42,0.64,0.36,110,7,0.94,0.06,744,309,0.66,0.28
little_char_720_j.png,j,,413,1,1.00,0.00,367,47,0.89,0.11,391,23,0.94,0.06,389,25,0.94,0.06,318,96,0.77,0.23,414,0,1.00,0.00,382,32,0.92,0.08,346,68,0.84,0.16,414,0,1.00,0.00,3434,292,0.88,0.07
little_char_604_y.png,y,,388,20,0.95,0.05,384,24,0.94,0.06,408,0,1.00,0.00,394,14,0.97,0.03,306,102,0.75,0.25,408,0,1.00,0.00,408,0,1.00,0.00,338,70,0.83,0.17,408,0,1.00,0.00,3442,230,0.90,0.06
little_char_1047_m.png,m,,41,36,0.53,0.47,54,23,0.70,0.30,73,4,0.95,0.05,41,36,0.53,0.47,25,52,0.32,0.68,19,58,0.25,0.75,55,22,0.71,0.29,37,40,0.48,0.52,51,26,0.66,0.34,396,297,0.51,0.39
little_char_43_o.png,o,,432,0,1.00,0.00,412,20,0.95,0.05,432,0,1.00,0.00,427,5,0.99,0.01,246,186,0.57,0.43,430,2,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,431,1,1.00,0.00,3674,214,0.94,0.06
little_char_505_y.png,y,,56,40,0.58,0.42,68,28,0.71,0.29,68,28,0.71,0.29,86,10,0.90,0.10,62,34,0.65,0.35,50,46,0.52,0.48,80,16,0.83,0.17,68,28,0.71,0.29,57,39,0.59,0.41,595,269,0.66,0.30
little_char_1089_b.png,b,b,374,17,0.96,0.04,387,4,0.99,0.01,391,0,1.00,0.00,347,44,0.89,0.11,315,76,0.81,0.19,391,0,1.00,0.00,391,0,1.00,0.00,297,94,0.76,0.24,391,0,1.00,0.00,3284,235,0.87,0.06
little_char_1316_v.png,v,,50,40,0.56,0.44,90,0,1.00,0.00,66,24,0.73,0.27,44,46,0.49,0.51,75,15,0.83,0.17,58,32,0.64,0.36,58,32,0.64,0.36,39,51,0.43,0.57,90,0,1.00,0.00,570,240,0.64,0.27
little_char_1185_j.png,j,,60,0,1.00,0.00,60,0,1.00,0.00,39,21,0.65,0.35,60,0,1.00,0.00,60,0,1.00,0.00,22,38,0.37,0.63,44,16,0.73,0.27,37,23,0.62,0.38,27,33,0.45,0.55,409,131,0.66,0.21
little_char_1052_v.png,v,,65,35,0.65,0.35,96,4,0.96,0.04,59,41,0.59,0.41,63,37,0.63,0.37,54,46,0.54,0.46,91,9,0.91,0.09,96,4,0.96,0.04,52,48,0.52,0.48,100,0,1.00,0.00,676,224,0.75,0.25
little_char_35_w.png,w,hi,72,32,0.69,0.31,74,30,0.71,0.29,94,10,0.90,0.10,62,42,0.60,0.40,54,50,0.52,0.48,72,32,0.69,0.31,54,50,0.52,0.48,49,55,0.47,0.53,52,52,0.50,0.50,583,353,0.57,0.34
little_char_836_j.png,j,s,391,0,1.00,0.00,348,43,0.89,0.11,391,0,1.00,0.00,391,0,1.00,0.00,321,70,0.82,0.18,391,0,1.00,0.00,345,46,0.88,0.12,342,49,0.87,0.13,391,0,1.00,0.00,3311,208,0.89,0.06
little_char_1299_x.png,x,x,431,1,1.00,0.00,431,1,1.00,0.00,422,10,0.98,0.02,432,0,1.00,0.00,294,138,0.68,0.32,431,1,1.00,0.00,431,1,1.00,0.00,372,60,0.86,0.14,432,0,1.00,0.00,3676,212,0.93,0.05
little_char_1004_k.png,k,,91,30,0.75,0.25,121,0,1.00,0.00,121,0,1.00,0.00,82,39,0.68,0.32,70,51,0.58,0.42,110,11,0.91,0.09,65,56,0.54,0.46,53,68,0.44,0.56,88,33,0.73,0.27,801,288,0.71,0.26
little_char_724_n.png,n,,432,0,1.00,0.00,393,39,0.91,0.09,432,0,1.00,0.00,391,41,0.91,0.09,312,120,0.72,0.28,432,0,1.00,0.00,427,5,0.99,0.01,407,25,0.94,0.06,432,0,1.00,0.00,3658,230,0.92,0.06
little_char_1169_u.png,u,,53,19,0.74,0.26,72,0,1.00,0.00,45,27,0.62,0.38,38,34,0.53,0.47,72,0,1.00,0.00,36,36,0.50,0.50,47,25,0.65,0.35,35,37,0.49,0.51,40,32,0.56,0.44,438,210,0.63,0.30
little_char_1295_b.png,b,b,64,32,0.67,0.33,92,4,0.96,0.04,96,0,1.00,0.00,56,40,0.58,0.42,96,0,1.00,0.00,96,0,1.00,0.00,48,48,0.50,0.50,40,56,0.42,0.58,36,60,0.38,0.62,624,240,0.66,0.25
little_char_772_s.png,s,i,63,0,1.00,0.00,32,31,0.51,0.49,31,32,0.49,0.51,63,0,1.00,0.00,39,24,0.62,0.38,52,11,0.83,0.17,40,23,0.63,0.37,35,28,0.56,0.44,38,25,0.60,0.40,393,174,0.59,0.26
little_char_1268_u.png,u,,413,1,1.00,0.00,414,0,1.00,0.00,413,1,1.00,0.00,349,65,0.84,0.16,333,81,0.80,0.20,414,0,1.00,0.00,404,10,0.98,0.02,330,84,0.80,0.20,414,0,1.00,0.00,3484,242,0.91,0.06
little_char_493_v.png,v,v,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,355,36,0.91,0.09,343,48,0.88,0.12,391,0,1.00,0.00,365,26,0.93,0.07,326,65,0.83,0.17,391,0,1.00,0.00,3344,175,0.89,0.05
little_char_175_x.png,x,x,391,0,1.00,0.00,389,2,0.99,0.01,381,10,0.97,0.03,391,0,1.00,0.00,254,137,0.65,0.35,361,30,0.92,0.08,391,0,1.00,0.00,266,125,0.68,0.32,391,0,1.00,0.00,3215,304,0.85,0.08
little_char_425_y.png,y,,133,23,0.85,0.15,90,66,0.58,0.42,120,36,0.77,0.23,147,9,0.94,0.06,142,14,0.91,0.09,117,39,0.75,0.25,101,55,0.65,0.35,116,40,0.74,0.26,98,58,0.63,0.37,1064,340,0.74,0.24
little_char_628_q.png,q,a,432,0,1.00,0.00,383,49,0.89,0.11,429,3,0.99,0.01,432,0,1.00,0.00,265,167,0.61,0.39,407,25,0.94,0.06,418,14,0.97,0.03,389,43,0.90,0.10,432,0,1.00,0.00,3587,301,0.92,0.08
little_char_37_b.png,b,b,367,24,0.94,0.06,391,0,1.00,0.00,391,0,1.00,0.00,321,70,0.82,0.18,343,48,0.88,0.12,391,0,1.00,0.00,354,37,0.91,0.09,330,61,0.84,0.16,391,0,1.00,0.00,3279,240,0.88,0.06
little_char_1076_a.png,a,,80,30,0.73,0.27,62,48,0.56,0.44,97,13,0.88,0.12,69,41,0.63,0.37,89,21,0.81,0.19,84,26,0.76,0.24,91,19,0.83,0.17,81,29,0.74,0.26,64,46,0.58,0.42,717,273,0.70,0.27
little_char_186_v.png,v,,106,24,0.82,0.18,130,0,1.00,0.00,57,73,0.44,0.56,83,47,0.64,0.36,93,37,0.72,0.28,105,25,0.81,0.19,101,29,0.78,0.22,89,41,0.68,0.32,130,0,1.00,0.00,894,276,0.72,0.22
little_char_1309_g.png,g,a,66,33,0.67,0.33,51,48,0.52,0.48,87,12,0.88,0.12,69,30,0.70,0.30,64,35,0.65,0.35,53,46,0.54,0.46,88,11,0.89,0.11,71,28,0.72,0.28,43,56,0.43,0.57,592,299,0.60,0.30
little_char_473_e.png,e,,414,18,0.96,0.04,432,0,1.00,0.00,432,0,1.00,0.00,342,90,0.79,0.21,367,65,0.85,0.15,432,0,1.00,0.00,374,58,0.87,0.13,388,44,0.90,0.10,432,0,1.00,0.00,3613,275,0.91,0.07
little_char_308_x.png,x,,391,0,1.00,0.00,390,1,1.00,0.00,388,3,0.99,0.01,391,0,1.00,0.00,251,140,0.64,0.36,384,7,0.98,0.02,391,0,1.00,0.00,333,58,0.85,0.15,391,0,1.00,0.00,3310,209,0.88,0.06
little_char_1033_v.png,v,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,348,60,0.85,0.15,341,67,0.84,0.16,408,0,1.00,0.00,345,63,0.85,0.15,374,34,0.92,0.08,405,3,0.99,0.01,3445,227,0.90,0.06
little_char_1104_x.png,x,x,405,9,0.98,0.02,414,0,1.00,0.00,414,0,1.00,0.00,335,79,0.81,0.19,355,59,0.86,0.14,414,0,1.00,0.00,379,35,0.92,0.08,387,27,0.93,0.07,414,0,1.00,0.00,3517,209,0.92,0.05
little_char_1205_o.png,o,,58,23,0.72,0.28,47,34,0.58,0.42,73,8,0.90,0.10,51,30,0.63,0.37,81,0,1.00,0.00,43,38,0.53,0.47,57,24,0.70,0.30,42,39,0.52,0.48,48,33,0.59,0.41,500,229,0.69,0.31
little_char_683_m.png,m,,92,34,0.73,0.27,95,31,0.75,0.25,85,41,0.67,0.33,85,41,0.67,0.33,63,63,0.50,0.50,69,57,0.55,0.45,86,40,0.68,0.32,100,26,0.79,0.21,106,20,0.84,0.16,781,353,0.63,0.29
little_char_49_r.png,r,,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,337,54,0.86,0.14,304,87,0.78,0.22,391,0,1.00,0.00,334,57,0.85,0.15,391,0,1.00,0.00,391,0,1.00,0.00,3321,198,0.88,0.05
little_char_306_w.png,w,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,372,36,0.91,0.09,339,69,0.83,0.17,363,45,0.89,0.11,399,9,0.98,0.02,317,91,0.78,0.22,372,36,0.91,0.09,3386,286,0.89,0.07
little_char_792_w.png,w,l,83,22,0.79,0.21,82,23,0.78,0.22,94,11,0.90,0.10,72,33,0.69,0.31,48,57,0.46,0.54,80,25,0.76,0.24,75,30,0.71,0.29,65,40,0.62,0.38,43,62,0.41,0.59,642,303,0.66,0.31
little_char_728_u.png,u,v,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,414,0,1.00,0.00,344,70,0.83,0.17,338,76,0.82,0.18,414,0,1.00,0.00,344,70,0.83,0.17,409,5,0.99,0.01,3505,221,0.90,0.06
little_char_70_a.png,a,,70,20,0.78,0.22,64,26,0.71,0.29,33,57,0.37,0.63,60,30,0.67,0.33,90,0,1.00,0.00,46,44,0.51,0.49,71,19,0.79,0.21,59,31,0.66,0.34,41,49,0.46,0.54,534,276,0.58,0.30
little_char_1143_m.png,m,m,87,17,0.84,0.16,58,46,0.56,0.44,68,36,0.65,0.35,49,55,0.47,0.53,56,48,0.54,0.46,43,61,0.41,0.59,78,26,0.75,0.25,71,33,0.68,0.32,82,22,0.79,0.21,592,344,0.60,0.35
little_char_114_o.png,o,,50,14,0.78,0.22,27,37,0.42,0.58,50,14,0.78,0.22,37,27,0.58,0.42,64,0,1.00,0.00,29,35,0.45,0.55,47,17,0.73,0.27,30,34,0.47,0.53,26,38,0.41,0.59,360,216,0.53,0.32
little_char_1031_t.png,t,,408,0,1.00,0.00,408,0,1.00,0.00,408,0,1.00,0.00,326,82,0.80,0.20,402,6,0.99,0.01,408,0,1.00,0.00,378,30,0.93,0.07,376,32,0.92,0.08,407,1,1.00,0.00,3521,151,0.92,0.04
little_char_401_n.png,n,,50,6,0.89,0.11,27,29,0.48,0.52,33,23,0.59,0.41,17,39,0.30,0.70,55,1,0.98,0.02,32,24,0.57,0.43,34,22,0.61,0.39,56,0,1.00,0.00,30,26,0.54,0.46,334,170,0.58,0.30
