Image,Expected_Letter,Ocp_Letter,White_0_0,Black_0_0,White_Density_0_0,Black_Density_0_0,White_0_1,Black_0_1,White_Density_0_1,Black_Density_0_1,White_0_2,Black_0_2,White_Density_0_2,Black_Density_0_2,White_1_0,Black_1_0,White_Density_1_0,Black_Density_1_0,White_1_1,Black_1_1,White_Density_1_1,Black_Density_1_1,White_1_2,Black_1_2,White_Density_1_2,Black_Density_1_2,White_2_0,Black_2_0,White_Density_2_0,Black_Density_2_0,White_2_1,Black_2_1,White_Density_2_1,Black_Density_2_1,White_2_2,Black_2_2,White_Density_2_2,Black_Density_2_2,Total_White_Pixels,Total_Black_Pixels,Total_White_Density,Total_Black_Density
big_char_65_S.png,S,S,406,2,1.00,0.00,315,93,0.77,0.23,402,6,0.99,0.01,403,5,0.99,0.01,320,88,0.78,0.22,408,0,1.00,0.00,381,27,0.93,0.07,335,73,0.82,0.18,408,0,1.00,0.00,3378,294,0.89,0.08
big_char_1418_N.png,N,,98,22,0.82,0.18,87,33,0.72,0.28,107,13,0.89,0.11,68,52,0.57,0.43,76,44,0.63,0.37,72,48,0.60,0.40,75,45,0.62,0.38,78,42,0.65,0.35,86,34,0.72,0.28,747,333,0.61,0.27
big_char_911_P.png,P,P,394,20,0.95,0.05,278,136,0.67,0.33,414,0,1.00,0.00,321,93,0.78,0.22,332,82,0.80,0.20,414,0,1.00,0.00,384,30,0.93,0.07,414,0,1.00,0.00,414,0,1.00,0.00,3365,361,0.86,0.09
big_char_545_A.png,A,,107,1,0.99,0.01,64,44,0.59,0.41,52,56,0.48,0.52,87,21,0.81,0.19,42,66,0.39,0.61,50,58,0.46,0.54,58,50,0.54,0.46,105,3,0.97,0.03,50,58,0.46,0.54,615,357,0.56,0.32
big_char_1138_Q.png,Q,,44,10,0.81,0.19,49,5,0.91,0.09,28,26,0.52,0.48,26,28,0.48,0.52,41,13,0.76,0.24,51,3,0.94,0.06,17,37,0.31,0.69,53,1,0.98,0.02,43,11,0.80,0.20,352,134,0.72,0.28
big_char_1224_T.png,T,,86,44,0.66,0.34,57,73,0.44,0.56,71,59,0.55,0.45,130,0,1.00,0.00,93,37,0.72,0.28,130,0,1.00,0.00,130,0,1.00,0.00,97,33,0.75,0.25,130,0,1.00,0.00,924,246,0.73,0.19
big_char_307_J.png,J,,132,0,1.00,0.00,71,61,0.54,0.46,92,40,0.70,0.30,132,0,1.00,0.00,84,48,0.64,0.36,132,0,1.00,0.00,87,45,0.66,0.34,67,65,0.51,0.49,132,0,1.00,0.00,929,259,0.74,0.21
big_char_939_K.png,K,,408,0,1.00,0.00,387,21,0.95,0.05,401,7,0.98,0.02,408,0,1.00,0.00,231,177,0.57,0.43,400,8,0.98,0.02,408,0,1.00,0.00,314,94,0.77,0.23,382,26,0.94,0.06,3339,333,0.88,0.09
big_char_377_C.png,C,C,85,15,0.85,0.15,62,38,0.62,0.38,85,15,0.85,0.15,61,39,0.61,0.39,100,0,1.00,0.00,100,0,1.00,0.00,66,34,0.66,0.34,62,38,0.62,0.38,67,33,0.67,0.33,688,212,0.72,0.22
big_char_682_G.png,G,S,129,27,0.83,0.17,114,42,0.73,0.27,116,40,0.74,0.26,101,55,0.65,0.35,101,55,0.65,0.35,86,70,0.55,0.45,147,9,0.94,0.06,106,50,0.68,0.32,84,72,0.54,0.46,984,420,0.70,0.30
big_char_1034_Y.png,Y,Y,66,42,0.61,0.39,108,0,1.00,0.00,53,55,0.49,0.51,85,23,0.79,0.21,64,44,0.59,0.41,48,60,0.44,0.56,78,30,0.72,0.28,77,31,0.71,0.29,60,48,0.56,0.44,639,333,0.62,0.32
big_char_1245_B.png,B,,22,23,0.49,0.51,30,15,0.67,0.33,11,34,0.24,0.76,35,10,0.78,0.22,18,27,0.40,0.60,21,24,0.47,0.53,36,9,0.80,0.20,44,1,0.98,0.02,35,10,0.78,0.22,252,153,0.62,0.38
big_char_31_L.png,L,,109,31,0.78,0.22,140,0,1.00,0.00,140,0,1.00,0.00,97,43,0.69,0.31,140,0,1.00,0.00,140,0,1.00,0.00,72,68,0.51,0.49,77,63,0.55,0.45,89,51,0.64,0.36,1004,256,0.80,0.20
big_char_185_I.png,I,,8,7,0.53,0.47,6,9,0.40,0.60,14,1,0.93,0.07,6,9,0.40,0.60,2,13,0.13,0.87,15,0,1.00,0.00,13,2,0.87,0.13,2,13,0.13,0.87,10,5,0.67,0.33,76,59,0.45,0.35
big_char_470_M.png,M,,146,30,0.83,0.17,117,59,0.66,0.34,143,33,0.81,0.19,101,75,0.57,0.43,98,78,0.56,0.44,75,101,0.43,0.57,136,40,0.77,0.23,138,38,0.78,0.22,162,14,0.92,0.08,1116,468,0.69,0.29
big_char_426_G.png,G,S,111,32,0.78,0.22,88,55,0.62,0.38,116,27,0.81,0.19,88,55,0.62,0.38,61,82,0.43,0.57,64,79,0.45,0.55,143,0,1.00,0.00,132,11,0.92,0.08,99,44,0.69,0.31,902,385,0.68,0.29
big_char_323_K.png,K,A,419,13,0.97,0.03,427,5,0.99,0.01,429,3,0.99,0.01,341,91,0.79,0.21,354,78,0.82,0.18,432,0,1.00,0.00,350,82,0.81,0.19,344,88,0.80,0.20,432,0,1.00,0.00,3528,360,0.89,0.09
big_char_1349_J.png,J,,120,0,1.00,0.00,75,45,0.62,0.38,64,56,0.53,0.47,99,21,0.82,0.17,104,16,0.87,0.13,94,26,0.78,0.22,93,27,0.78,0.23,68,52,0.57,0.43,100,20,0.83,0.17,817,263,0.69,0.22
big_char_782_B.png,B,,23,37,0.38,0.62,50,10,0.83,0.17,10,50,0.17,0.83,45,15,0.75,0.25,22,38,0.37,0.63,35,25,0.58,0.42,58,2,0.97,0.03,60,0,1.00,0.00,44,16,0.73,0.27,347,193,0.60,0.34
big_char_1127_A.png,A,A,121,0,1.00,0.00,66,55,0.55,0.45,62,59,0.51,0.49,84,37,0.69,0.31,54,67,0.45,0.55,70,51,0.58,0.42,72,49,0.60,0.40,119,2,0.98,0.02,69,52,0.57,0.43,717,372,0.62,0.32
big_char_712_Y.png,Y,,395,37,0.91,0.09,383,49,0.89,0.11,410,22,0.95,0.05,405,27,0.94,0.06,283,149,0.66,0.34,432,0,1.00,0.00,428,4,0.99,0.01,273,159,0.63,0.37,432,0,1.00,0.00,3441,447,0.87,0.11
big_char_420_A.png,A,,80,19,0.81,0.19,54,45,0.55,0.45,51,48,0.52,0.48,38,61,0.38,0.62,58,41,0.59,0.41,51,48,0.52,0.48,66,33,0.67,0.33,99,0,1.00,0.00,55,44,0.56,0.44,552,339,0.60,0.37
big_char_229_R.png,R,,413,1,1.00,0.00,332,82,0.80,0.20,411,3,0.99,0.01,331,83,0.80,0.20,311,103,0.75,0.25,414,0,1.00,0.00,367,47,0.89,0.11,347,67,0.84,0.16,414,0,1.00,0.00,3340,386,0.87,0.10
big_char_1005_C.png,C,C,411,21,0.95,0.05,362,70,0.84,0.16,432,0,1.00,0.00,363,69,0.84,0.16,349,83,0.81,0.19,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,432,0,1.00,0.00,3645,243,0.94,0.06
big_char_1188_X.png,X,K,64,26,0.71,0.29,84,6,0.93,0.07,57,33,0.63,0.37,65,25,0.72,0.28,27,63,0.30,0.70,89,1,0.99,0.01,48,42,0.53,0.47,68,22,0.76,0.24,62,28,0.69,0.31,564,246,0.67,0.29
big_char_111_A.png,A,A,97,2,0.98,0.02,51,48,0.52,0.48,55,44,0.56,0.44,47,52,0.47,0.53,37,62,0.37,0.63,39,60,0.39,0.61,57,42,0.58,0.42,98,1,0.99,0.01,56,43,0.57,0.43,537,354,0.58,0.39
big_char_833_E.png,E,,72,27,0.73,0.27,48,51,0.48,0.52,67,32,0.68,0.32,56,43,0.57,0.43,48,51,0.48,0.52,83,16,0.84,0.16,50,49,0.51,0.49,63,36,0.64,0.36,51,48,0.52,0.48,538,353,0.53,0.35
big_char_876_R.png,R,,85,36,0.70,0.30,57,64,0.47,0.53,108,13,0.89,0.11,21,100,0.17,0.83,73,48,0.60,0.40,121,0,1.00,0.00,101,20,0.83,0.17,88,33,0.73,0.27,84,37,0.69,0.31,738,351,0.64,0.30
big_char_13_K.png,K,K,74,43,0.63,0.37,93,24,0.79,0.21,98,19,0.84,0.16,40,77,0.34,0.66,105,12,0.90,0.10,117,0,1.00,0.00,74,43,0.63,0.37,73,44,0.62,0.38,79,38,0.68,0.32,753,300,0.69,0.27
big_char_576_N.png,N,,400,8,0.98,0.02,408,0,1.00,0.00,408,0,1.00,0.00,331,77,0.81,0.19,309,99,0.76,0.24,376,32,0.92,0.08,372,36,0.91,0.09,329,79,0.81,0.19,408,0,1.00,0.00,3341,331,0.86,0.09
big_char_1306_V.png,V,,57,43,0.57,0.43,100,0,1.00,0.00,87,13,0.87,0.13,55,45,0.55,0.45,94,6,0.94,0.06,59,41,0.59,0.41,60,40,0.60,0.40,55,45,0.55,0.45,99,1,0.99,0.01,666,234,0.65,0.23
big_char_768_L.png,L,,103,40,0.72,0.28,143,0,1.00,0.00,143,0,1.00,0.00,99,44,0.69,0.31,143,0,1.00,0.00,143,0,1.00,0.00,81,62,0.57,0.43,82,61,0.57,0.43,92,51,0.64,0.36,1029,258,0.76,0.19
big_char_598_D.png,D,H,34,8,0.81,0.19,22,20,0.52,0.48,12,30,0.29,0.71,42,0,1.00,0.00,42,0,1.00,0.00,33,9,0.79,0.21,36,6,0.86,0.14,15,27,0.36,0.64,15,27,0.36,0.64,251,127,0.66,0.34
big_char_753_J.png,J,J,99,0,1.00,0.00,45,54,0.45,0.55,47,52,0.47,0.53,88,11,0.89,0.11,86,13,0.87,0.13,63,36,0.64,0.36,77,22,0.78,0.22,59,40,0.60,0.40,57,42,0.58,0.42,621,270,0.63,0.28
big_char_1026_C.png,C,C,70,29,0.71,0.29,48,51,0.48,0.52,84,15,0.85,0.15,57,42,0.58,0.42,99,0,1.00,0.00,99,0,1.00,0.00,72,27,0.73,0.27,55,44,0.56,0.44,64,35,0.65,0.35,648,243,0.71,0.26
big_char_559_T.png,T,P,89,65,0.58,0.42,59,95,0.38,0.62,100,54,0.65,0.35,153,1,0.99,0.01,94,60,0.61,0.39,154,0,1.00,0.00,122,32,0.79,0.21,141,13,0.92,0.08,154,0,1.00,0.00,1066,320,0.71,0.21
big_char_1083_Q.png,Q,,431,1,1.00,0.00,346,86,0.80,0.20,414,18,0.96,0.04,430,2,1.00,0.00,225,207,0.52,0.48,368,64,0.85,0.15,431,1,1.00,0.00,431,1,1.00,0.00,432,0,1.00,0.00,3508,380,0.89,0.10
big_char_231_T.png,T,T,390,1,1.00,0.00,391,0,1.00,0.00,388,3,0.99,0.01,334,57,0.85,0.15,233,158,0.60,0.40,386,5,0.99,0.01,391,0,1.00,0.00,342,49,0.87,0.13,391,0,1.00,0.00,3246,273,0.86,0.07
big_char_396_A.png,A,A,96,0,1.00,0.00,59,37,0.61,0.39,45,51,0.47,0.53,61,35,0.64,0.36,48,48,0.50,0.50,47,49,0.49,0.51,51,45,0.53,0.47,96,0,1.00,0.00,40,56,0.42,0.58,543,321,0.56,0.33
big_char_562_R.png,R,R,108,24,0.82,0.18,60,72,0.45,0.55,114,18,0.86,0.14,40,92,0.30,0.70,87,45,0.66,0.34,132,0,1.00,0.00,86,46,0.65,0.35,86,46,0.65,0.35,85,47,0.64,0.36,798,390,0.62,0.30
big_char_1139_A.png,A,P,407,1,1.00,0.00,348,60,0.85,0.15,407,1,1.00,0.00,399,9,0.98,0.02,230,178,0.56,0.44,408,0,1.00,0.00,365,43,0.89,0.11,345,63,0.85,0.15,408,0,1.00,0.00,3317,355,0.87,0.09
big_char_812_P.png,P,,391,0,1.00,0.00,348,43,0.89,0.11,391,0,1.00,0.00,353,38,0.90,0.10,261,130,0.67,0.33,391,0,1.00,0.00,365,26,0.93,0.07,380,11,0.97,0.03,391,0,1.00,0.00,3271,248,0.88,0.07
big_char_681_B.png,B,R,119,11,0.92,0.08,81,49,0.62,0.38,72,58,0.55,0.45,64,66,0.49,0.51,63,67,0.48,0.52,95,35,0.73,0.27,58,72,0.45,0.55,96,34,0.74,0.26,67,63,0.52,0.48,715,455,0.56,0.36
big_char_661_G.png,G,,106,26,0.80,0.20,96,36,0.73,0.27,96,36,0.73,0.27,95,37,0.72,0.28,113,19,0.86,0.14,83,49,0.63,0.37,102,30,0.77,0.23,85,47,0.64,0.36,47,85,0.36,0.64,823,365,0.67,0.30
big_char_109_P.png,P,,99,9,0.92,0.08,60,48,0.56,0.44,50,58,0.46,0.54,49,59,0.45,0.55,73,35,0.68,0.32,78,30,0.72,0.28,61,47,0.56,0.44,108,0,1.00,0.00,108,0,1.00,0.00,686,286,0.66,0.28
big_char_790_X.png,X,X,127,5,0.96,0.04,90,42,0.68,0.32,87,45,0.66,0.34,125,7,0.95,0.05,43,89,0.33,0.67,124,8,0.94,0.06,81,51,0.61,0.39,100,32,0.76,0.24,105,27,0.80,0.20,882,306,0.68,0.24
big_char_971_A.png,A,,429,3,0.99,0.01,356,76,0.82,0.18,431,1,1.00,0.00,414,18,0.96,0.04,235,197,0.54,0.46,432,0,1.00,0.00,362,70,0.84,0.16,333,99,0.77,0.23,432,0,1.00,0.00,3424,464,0.88,0.12
big_char_1282_T.png,T,,110,55,0.67,0.33,91,74,0.55,0.45,101,64,0.61,0.39,165,0,1.00,0.00,120,45,0.73,0.27,165,0,1.00,0.00,165,0,1.00,0.00,136,29,0.82,0.18,165,0,1.00,0.00,1218,267,0.79,0.17
big_char_1262_F.png,F,T,429,3,0.99,0.01,334,98,0.77,0.23,432,0,1.00,0.00,384,48,0.89,0.11,317,115,0.73,0.27,432,0,1.00,0.00,417,15,0.97,0.03,421,11,0.97,0.03,432,0,1.00,0.00,3598,290,0.93,0.07
big_char_4_S.png,S,S,112,9,0.93,0.07,63,58,0.52,0.48,89,32,0.74,0.26,121,0,1.00,0.00,84,37,0.69,0.31,113,8,0.93,0.07,89,32,0.74,0.26,77,44,0.64,0.36,91,30,0.75,0.25,839,250,0.71,0.21
big_char_1336_K.png,K,,70,62,0.53,0.47,120,12,0.91,0.09,118,14,0.89,0.11,54,78,0.41,0.59,83,49,0.63,0.37,132,0,1.00,0.00,86,46,0.65,0.35,82,50,0.62,0.38,96,36,0.73,0.27,841,347,0.67,0.28
big_char_758_F.png,F,F,92,16,0.85,0.15,69,39,0.64,0.36,68,40,0.63,0.37,42,66,0.39,0.61,72,36,0.67,0.33,88,20,0.81,0.19,55,53,0.51,0.49,108,0,1.00,0.00,108,0,1.00,0.00,702,270,0.65,0.25
big_char_934_V.png,V,F,55,35,0.61,0.39,90,0,1.00,0.00,65,25,0.72,0.28,47,43,0.52,0.48,89,1,0.99,0.01,50,40,0.56,0.44,75,15,0.83,0.17,39,51,0.43,0.57,77,13,0.86,0.14,587,223,0.68,0.26
big_char_401_C.png,C,,104,6,0.95,0.05,69,41,0.63,0.37,82,28,0.75,0.25,67,43,0.61,0.39,108,2,0.98,0.02,109,1,0.99,0.01,72,38,0.65,0.35,73,37,0.66,0.34,82,28,0.75,0.25,766,224,0.68,0.20
big_char_855_R.png,R,,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,391,0,1.00,0.00,199,192,0.51,0.49,386,5,0.99,0.01,391,0,1.00,0.00,269,122,0.69,0.31,359,32,0.92,0.08,3168,351,0.84,0.09
big_char_1318_A.png,A,,431,1,1.00,0.00,404,28,0.94,0.06,410,22,0.95,0.05,432,0,1.00,0.00,247,185,0.57,0.43,392,40,0.91,0.09,423,9,0.98,0.02,337,95,0.78,0.22,423,9,0.98,0.02,3499,389,0.90,0.10
big_char_706_R.png,R,R,423,9,0.98,0.02,316,116,0.73,0.27,432,0,1.00,0.00,388,44,0.90,0.10,266,166,0.62,0.38,432,0,1.00,0.00,420,12,0.97,0.03,391,41,0.91,0.09,415,17,0.96,0.04,3483,405,0.88,0.10
big_char_999_Z.png,Z,Z,119,13,0.90,0.10,83,49,0.63,0.37,86,46,0.65,0.35,127,5,0.96,0.04,61,71,0.46,0.54,94,38,0.71,0.29,68,64,0.52,0.48,79,53,0.60,0.40,79,53,0.60,0.40,796,392,0.62,0.30
big_char_409_J.png,J,,144,12,0.92,0.08,81,75,0.52,0.48,109,47,0.70,0.30,154,2,0.99,0.01,105,51,0.67,0.33,156,0,1.00,0.00,124,32,0.79,0.21,86,70,0.55,0.45,156,0,1.00,0.00,1115,289,0.77,0.20
big_char_1120_W.png,W,,407,7,0.98,0.02,414,0,1.00,0.00,414,0,1.00,0.00,389,25,0.94,0.06,280,134,0.68,0.32,343,71,0.83,0.17,413,1,1.00,0.00,397,17,0.96,0.04,375,39,0.91,0.09,3432,294,0.90,0.08
big_char_290_B.png,B,,385,6,0.98,0.02,326,65,0.83,0.17,391,0,1.00,0.00,317,74,0.81,0.19,300,91,0.77,0.23,391,0,1.00,0.00,337,54,0.86,0.14,318,73,0.81,0.19,391,0,1.00,0.00,3156,363,0.85,0.10
big_char_1052_Y.png,Y,,401,31,0.93,0.07,333,99,0.77,0.23,411,21,0.95,0.05,416,16,0.96,0.04,287,145,0.66,0.34,432,0,1.00,0.00,410,22,0.95,0.05,364,68,0.84,0.16,430,2,1.00,0.00,3484,404,0.90,0.10
big_char_622_A.png,A,,108,0,1.00,0.00,59,49,0.55,0.45,42,66,0.39,0.61,73,35,0.68,0.32,44,64,0.41,0.59,59,49,0.55,0.45,75,33,0.69,0.31,101,7,0.94,0.06,65,43,0.60,0.40,626,346,0.62,0.34
big_char_258_K.png,K,I,432,0,1.00,0.00,417,15,0.97,0.03,430,2,1.00,0.00,414,18,0.96,0.04,270,162,0.62,0.38,426,6,0.99,0.01,415,17,0.96,0.04,313,119,0.72,0.28,406,26,0.94,0.06,3523,365,0.91,0.09
big_char_1242_C.png,C,,96,24,0.80,0.20,71,49,0.59,0.41,85,35,0.71,0.29,78,42,0.65,0.35,120,0,1.00,0.00,120,0,1.00,0.00,89,31,0.74,0.26,79,41,0.66,0.34,84,36,0.70,0.30,822,258,0.69,0.22
big_char_942_N.png,N,,399,9,0.98,0.02,397,11,0.97,0.03,404,4,0.99,0.01,314,94,0.77,0.23,261,147,0.64,0.36,396,12,0.97,0.03,373,35,0.91,0.09,343,65,0.84,0.16,408,0,1.00,0.00,3295,377,0.87,0.10
big_char_1340_S.png,S,S,58,38,0.60,0.40,64,32,0.67,0.33,67,29,0.70,0.30,90,6,0.94,0.06,60,36,0.62,0.38,89,7,0.93,0.07,72,24,0.75,0.25,71,25,0.74,0.26,45,51,0.47,0.53,616,248,0.65,0.26
big_char_816_T.png,T,,360,48,0.88,0.12,314,94,0.77,0.23,381,27,0.93,0.07,408,0,1.00,0.00,335,73,0.82,0.18,403,5,0.99,0.01,408,0,1.00,0.00,381,27,0.93,0.07,402,6,0.99,0.01,3392,280,0.89,0.07
big_char_553_H.png,H,A,104,26,0.80,0.20,107,23,0.82,0.18,100,30,0.77,0.23,78,52,0.60,0.40,66,64,0.51,0.49,96,34,0.74,0.26,101,29,0.78,0.22,113,17,0.87,0.13,25,105,0.19,0.81,790,380,0.60,0.29
big_char_1366_P.png,P,,410,4,0.99,0.01,349,65,0.84,0.16,414,0,1.00,0.00,385,29,0.93,0.07,260,154,0.63,0.37,414,0,1.00,0.00,362,52,0.87,0.13,405,9,0.98,0.02,414,0,1.00,0.00,3413,313,0.89,0.08
big_char_488_N.png,N,L,421,11,0.97,0.03,432,0,1.00,0.00,432,0,1.00,0.00,282,150,0.65,0.35,412,20,0.95,0.05,391,41,0.91,0.09,359,73,0.83,0.17,320,112,0.74,0.26,428,4,0.99,0.01,3477,411,0.88,0.10
big_char_1167_B.png,B,K,106,11,0.91,0.09,68,49,0.58,0.42,61,56,0.52,0.48,63,54,0.54,0.46,69,48,0.59,0.41,82,35,0.70,0.30,47,70,0.40,0.60,86,31,0.74,0.26,57,60,0.49,0.51,639,414,0.59,0.38
big_char_1152_K.png,K,,59,41,0.59,0.41,88,12,0.88,0.12,51,49,0.51,0.49,43,57,0.43,0.57,42,58,0.42,0.58,95,5,0.95,0.05,21,79,0.21,0.79,53,47,0.53,0.47,93,7,0.93,0.07,545,355,0.57,0.37
big_char_579_Q.png,Q,,408,0,1.00,0.00,357,51,0.88,0.12,405,3,0.99,0.01,385,23,0.94,0.06,296,112,0.73,0.27,334,74,0.82,0.18,385,23,0.94,0.06,314,94,0.77,0.23,399,9,0.98,0.02,3283,389,0.85,0.10
big_char_1104_A.png,A,,432,0,1.00,0.00,398,34,0.92,0.08,424,8,0.98,0.02,429,3,0.99,0.01,221,211,0.51,0.49,400,32,0.93,0.07,407,25,0.94,0.06,367,65,0.85,0.15,424,8,0.98,0.02,3502,386,0.90,0.10
big_char_335_U.png,U,,391,0,1.00,0.00,390,1,1.00,0.00,386,5,0.99,0.01,348,43,0.89,0.11,321,70,0.82,0.18,344,47,0.88,0.12,391,0,1.00,0.00,286,105,0.73,0.27,389,2,0.99,0.01,3246,273,0.86,0.07
big_char_281_J.png,J,J,117,15,0.89,0.11,62,70,0.47,0.53,90,42,0.68,0.32,132,0,1.00,0.00,70,62,0.53,0.47,132,0,1.00,0.00,93,39,0.70,0.30,57,75,0.43,0.57,132,0,1.00,0.00,885,303,0.68,0.23
big_char_807_K.png,K,,380,28,0.93,0.07,383,25,0.94,0.06,408,0,1.00,0.00,335,73,0.82,0.18,335,73,0.82,0.18,408,0,1.00,0.00,386,22,0.95,0.05,321,87,0.79,0.21,408,0,1.00,0.00,3364,308,0.88,0.08
big_char_953_F.png,F,,92,29,0.76,0.24,75,46,0.62,0.38,81,40,0.67,0.33,40,81,0.33,0.67,72,49,0.60,0.40,108,13,0.89,0.11,60,61,0.50,0.50,121,0,1.00,0.00,121,0,1.00,0.00,770,319,0.67,0.28
big_char_1275_H.png,H,,95,61,0.61,0.39,143,13,0.92,0.08,108,48,0.69,0.31,89,67,0.57,0.43,54,102,0.35,0.65,102,54,0.65,0.35,98,58,0.63,0.37,113,43,0.72,0.28,96,60,0.62,0.38,898,506,0.61,0.34
big_char_71_X.png,X,K,414,0,1.00,0.00,398,16,0.96,0.04,388,26,0.94,0.06,414,0,1.00,0.00,231,183,0.56,0.44,405,9,0.98,0.02,396,18,0.96,0.04,359,55,0.87,0.13,414,0,1.00,0.00,3419,307,0.89,0.08
big_char_966_X.png,X,X,74,16,0.82,0.18,86,4,0.96,0.04,51,39,0.57,0.43,84,6,0.93,0.07,18,72,0.20,0.80,83,7,0.92,0.08,52,38,0.58,0.42,62,28,0.69,0.31,71,19,0.79,0.21,581,229,0.63,0.25
big_char_136_R.png,R,,417,15,0.97,0.03,323,109,0.75,0.25,420,12,0.97,0.03,416,16,0.96,0.04,208,224,0.48,0.52,427,5,0.99,0.01,409,23,0.95,0.05,356,76,0.82,0.18,406,26,0.94,0.06,3382,506,0.87,0.13
big_char_1397_K.png,K,,412,20,0.95,0.05,365,67,0.84,0.16,428,4,0.99,0.01,396,36,0.92,0.08,325,107,0.75,0.25,422,10,0.98,0.02,432,0,1.00,0.00,339,93,0.78,0.22,420,12,0.97,0.03,3539,349,0.91,0.09
big_char_475_O.png,O,,62,28,0.69,0.31,45,45,0.50,0.50,63,27,0.70,0.30,53,37,0.59,0.41,90,0,1.00,0.00,50,40,0.56,0.44,65,25,0.72,0.28,49,41,0.54,0.46,43,47,0.48,0.52,520,290,0.60,0.33
big_char_1321_D.png,D,P,403,11,0.97,0.03,350,64,0.85,0.15,414,0,1.00,0.00,339,75,0.82,0.18,261,153,0.63,0.37,404,10,0.98,0.02,379,35,0.92,0.08,378,36,0.91,0.09,392,22,0.95,0.05,3320,406,0.87,0.11
big_char_247_Z.png,Z,,138,30,0.82,0.18,78,90,0.46,0.54,154,14,0.92,0.08,125,43,0.74,0.26,96,72,0.57,0.43,125,43,0.74,0.26,98,70,0.58,0.42,119,49,0.71,0.29,140,28,0.83,0.17,1073,439,0.69,0.28
big_char_1411_A.png,A,A,108,0,1.00,0.00,78,30,0.72,0.28,44,64,0.41,0.59,82,26,0.76,0.24,58,50,0.54,0.46,36,72,0.33,0.67,72,36,0.67,0.33,104,4,0.96,0.04,37,71,0.34,0.66,619,353,0.56,0.32
big_char_599_U.png,U,U,62,48,0.56,0.44,110,0,1.00,0.00,79,31,0.72,0.28,56,54,0.51,0.49,110,0,1.00,0.00,49,61,0.45,0.55,73,37,0.66,0.34,57,53,0.52,0.48,77,33,0.70,0.30,673,317,0.62,0.29
big_char_665_U.png,U,U,80,30,0.73,0.27,110,0,1.00,0.00,67,43,0.61,0.39,64,46,0.58,0.42,110,0,1.00,0.00,52,58,0.47,0.53,67,43,0.61,0.39,56,54,0.51,0.49,71,39,0.65,0.35,677,313,0.62,0.29
big_char_261_N.png,N,,432,0,1.00,0.00,427,5,0.99,0.01,430,2,1.00,0.00,334,98,0.77,0.23,298,134,0.69,0.31,424,8,0.98,0.02,378,54,0.88,0.12,345,87,0.80,0.20,432,0,1.00,0.00,3500,388,0.90,0.10
big_char_875_V.png,V,,54,36,0.60,0.40,90,0,1.00,0.00,62,28,0.69,0.31,48,42,0.53,0.47,64,26,0.71,0.29,71,19,0.79,0.21,36,54,0.40,0.60,69,21,0.77,0.23,90,0,1.00,0.00,584,226,0.67,0.26
big_char_540_C.png,C,,423,9,0.98,0.02,332,100,0.77,0.23,408,24,0.94,0.06,375,57,0.87,0.13,340,92,0.79,0.21,416,16,0.96,0.04,432,0,1.00,0.00,427,5,0.99,0.01,425,7,0.98,0.02,3578,310,0.92,0.08
big_char_1207_B.png,B,,389,2,0.99,0.01,320,71,0.82,0.18,391,0,1.00,0.00,346,45,0.88,0.12,253,138,0.65,0.35,391,0,1.00,0.00,322,69,0.82,0.18,260,131,0.66,0.34,391,0,1.00,0.00,3063,456,0.83,0.12
big_char_407_S.png,S,S,79,53,0.60,0.40,85,47,0.64,0.36,100,32,0.76,0.24,123,9,0.93,0.07,83,49,0.63,0.37,115,17,0.87,0.13,91,41,0.69,0.31,83,49,0.63,0.37,124,8,0.94,0.06,883,305,0.68,0.24
big_char_733_M.png,M,,414,0,1.00,0.00,390,24,0.94,0.06,414,0,1.00,0.00,394,20,0.95,0.05,203,211,0.49,0.51,301,113,0.73,0.27,413,1,1.00,0.00,408,6,0.99,0.01,399,15,0.96,0.04,3336,390,0.87,0.10
big_char_1279_S.png,S,S,74,34,0.69,0.31,76,32,0.70,0.30,86,22,0.80,0.20,99,9,0.92,0.08,69,39,0.64,0.36,103,5,0.95,0.05,84,24,0.78,0.22,78,30,0.72,0.28,68,40,0.63,0.37,737,235,0.69,0.22
big_char_270_F.png,F,C,89,43,0.67,0.33,85,47,0.64,0.36,85,47,0.64,0.36,56,76,0.42,0.58,88,44,0.67,0.33,102,30,0.77,0.23,79,53,0.60,0.40,132,0,1.00,0.00,132,0,1.00,0.00,848,340,0.69,0.28
big_char_354_B.png,B,K,414,0,1.00,0.00,334,80,0.81,0.19,414,0,1.00,0.00,402,12,0.97,0.03,254,160,0.61,0.39,414,0,1.00,0.00,409,5,0.99,0.01,325,89,0.79,0.21,414,0,1.00,0.00,3380,346,0.88,0.09
big_char_372_A.png,A,A,91,8,0.92,0.08,51,48,0.52,0.48,48,51,0.48,0.52,51,48,0.52,0.48,58,41,0.59,0.41,45,54,0.45,0.55,54,45,0.55,0.45,99,0,1.00,0.00,49,50,0.49,0.51,546,345,0.54,0.34
big_char_568_X.png,X,X,90,10,0.90,0.10,82,18,0.82,0.18,66,34,0.66,0.34,97,3,0.97,0.03,22,78,0.22,0.78,89,11,0.89,0.11,54,46,0.54,0.46,67,33,0.67,0.33,92,8,0.92,0.08,659,241,0.71,0.26
